-0.024170,0.043976,0.007751
-0.015137,0.067993,0.008728
-0.005981,0.229004,0.009094
0.003235,0.075378,0.010651
0.012421,0.172363,0.012085
0.021484,0.168304,0.013275
0.030334,0.132690,0.014893
0.038849,0.000000,0.015442
0.046936,0.111908,0.016754
0.054565,0.171295,0.017883
0.061584,0.101563,0.019135
0.067993,0.117920,0.019257
0.073669,0.117981,0.018890
0.078583,0.051025,0.020813
0.082642,0.054687,0.021240
0.085846,0.039551,0.021515
0.088165,0.011719,0.022522
0.089539,0.022461,0.021851
0.089966,0.003906,0.022675
0.089447,0.187500,0.023407
0.088013,0.062500,0.022247
0.085632,0.143494,0.022583
0.082336,0.074615,0.022003
0.078217,0.157227,0.021210
0.073242,0.055420,0.021362
0.067505,0.106812,0.020721
0.061035,0.107483,0.019379
0.053955,0.121613,0.018738
0.046295,0.211456,0.018097
0.038177,0.042603,0.017456
0.029633,0.124176,0.016235
0.020752,0.006836,0.015045
0.011688,0.058716,0.013702
0.002502,0.000061,0.012451
-0.006744,0.000732,0.011993
-0.015900,0.027344,0.010651
-0.024872,0.002686,0.009216
-0.033600,0.104736,0.008209
-0.041962,0.068848,0.006958
-0.049896,0.071045,0.006531
-0.057312,0.031250,0.005737
-0.064117,0.001953,0.004303
-0.070251,0.062988,0.004517
-0.075623,0.135254,0.002869
-0.080231,0.017273,0.001984
-0.083984,0.046570,0.002869
-0.086853,0.203491,0.001251
-0.088806,0.064026,0.001099
-0.089844,0.133179,0.000732
-0.089935,0.118439,0.000397
-0.089050,0.093048,0.001099
-0.087250,0.208038,0.000610
-0.084534,0.117920,0.000488
-0.080933,0.222656,0.001373
-0.076477,0.002930,0.002136
-0.071228,0.034180,0.002747
-0.065216,0.093750,0.003143
-0.058502,0.037598,0.004150
-0.051178,0.024414,0.005280
-0.043335,0.119995,0.006042
-0.035034,0.105225,0.006714
-0.026367,0.062744,0.007202
-0.017426,0.032227,0.008911
-0.008301,0.062439,0.010315
0.000916,0.201172,0.010773
0.010132,0.159424,0.012543
0.019226,0.092773,0.013214
0.028137,0.000000,0.013428
0.036743,0.109955,0.015930
0.044952,0.085937,0.016571
0.052704,0.141113,0.016785
0.059906,0.175995,0.018250
0.066467,0.109406,0.019073
0.072327,0.088226,0.020508
0.077423,0.164856,0.021149
0.081696,0.145752,0.021667
0.085144,0.013672,0.021973
0.087646,0.125000,0.022278
0.089294,0.195984,0.023804
0.089935,0.006836,0.022705
0.089661,0.000977,0.022491
0.088440,0.104767,0.023804
0.086304,0.007568,0.022278
0.083252,0.005615,0.022339
0.079315,0.001953,0.022614
0.074554,0.013184,0.020782
0.069000,0.095703,0.020538
0.062714,0.007813,0.020264
0.055786,0.013916,0.018646
0.048279,0.033081,0.018127
0.040253,0.000854,0.017273
0.031799,0.094696,0.015961
0.023010,0.162384,0.015656
0.013977,0.255554,0.014557
0.004791,0.156616,0.013062
-0.004425,0.198059,0.011505
-0.013611,0.110413,0.010406
-0.022644,0.046570,0.010162
-0.031433,0.225159,0.009064
-0.039917,0.135559,0.007324
-0.047974,0.090363,0.006439
-0.055511,0.000732,0.005554
-0.062469,0.066406,0.004456
-0.068787,0.001465,0.003693
-0.074371,0.003662,0.003174
-0.079163,0.004639,0.002563
-0.083130,0.062988,0.001526
-0.086212,0.123535,0.001526
-0.088409,0.054687,0.001740
-0.089661,0.023926,0.000427
-0.089996,0.188965,0.000244
-0.089355,0.015625,0.000885
-0.087799,0.062500,-0.000153
-0.085297,0.007019,0.000427
-0.081909,0.107727,0.001434
-0.077667,0.048492,0.001465
-0.072601,0.047577,0.001831
-0.066772,0.108185,0.002686
-0.060242,0.136871,0.003510
-0.053070,0.194519,0.004181
-0.045349,0.224121,0.004608
-0.037170,0.081299,0.005981
-0.028564,0.084717,0.007385
-0.019684,0.151672,0.008392
-0.010590,0.000000,0.009735
-0.001373,0.000244,0.010773
0.007843,0.101563,0.011444
0.016998,0.143433,0.012573
0.025940,0.000977,0.014282
0.034637,0.012695,0.014954
0.042938,0.031250,0.015717
0.050812,0.027344,0.016846
0.058167,0.051270,0.018036
0.064880,0.000000,0.018555
0.070923,0.099121,0.019745
0.076202,0.008301,0.020386
0.080719,0.140717,0.020599
0.084351,0.219421,0.021851
0.087097,0.162109,0.021790
0.088959,0.052795,0.022125
0.089874,0.150391,0.023071
0.089844,0.147217,0.022400
0.088837,0.102478,0.022736
0.086914,0.143402,0.023163
0.084106,-0.017517,0.022583
0.080383,0.100098,0.022034
0.075806,0.124634,0.021362
0.070465,0.073242,0.021240
0.064362,0.031189,0.020203
0.057587,0.118073,0.019226
0.050201,0.155914,0.018677
0.042297,0.121490,0.017303
0.033936,0.071289,0.016876
0.025238,0.050781,0.015717
0.016266,0.001953,0.014374
0.007111,0.101685,0.013519
-0.002106,0.007813,0.012085
-0.011322,0.001953,0.010925
-0.020416,0.097595,0.009491
-0.029266,0.123016,0.009186
-0.037842,0.110962,0.008301
-0.045990,0.109741,0.006897
-0.053680,0.107422,0.005615
-0.060791,0.179413,0.004944
-0.067261,0.094208,0.004791
-0.073029,0.033691,0.002960
-0.078033,0.069061,0.002380
-0.082214,0.118408,0.001770
-0.085541,0.112671,0.001495
-0.087952,0.131348,0.001404
-0.089447,0.079071,0.000580
-0.089996,0.000488,0.000916
-0.089600,0.135498,0.000824
-0.088287,0.111877,0.000183
-0.085999,0.108185,0.001221
-0.082825,0.139282,0.001190
-0.078796,0.136963,0.000458
-0.073944,0.105957,0.001465
-0.068298,0.015991,0.003174
-0.061951,0.111328,0.003662
-0.054932,0.104706,0.003571
-0.047333,0.001953,0.004639
-0.039246,0.147644,0.006104
-0.030762,0.119171,0.006927
-0.021912,0.111450,0.008240
-0.012878,0.042969,0.009247
-0.003693,0.011719,0.010010
0.005554,0.062500,0.011200
0.014709,0.049561,0.013184
0.023712,0.116760,0.014221
0.032471,0.119873,0.014709
0.040894,0.140106,0.015930
0.048889,0.161560,0.016907
0.056366,0.164337,0.018616
0.063263,0.103516,0.019470
0.069489,0.089111,0.019623
0.074982,0.182831,0.020081
0.079681,0.201782,0.021301
0.083527,0.127686,0.022003
0.086517,0.106445,0.022278
0.088593,0.131592,0.022247
0.089722,0.127991,0.022858
0.089935,0.011719,0.022797
0.089172,0.133698,0.022583
0.087494,0.127655,0.022827
0.084900,0.158447,0.022186
0.081390,0.117798,0.021820
0.077026,0.007813,0.021027
0.071869,0.187500,0.020844
0.065948,0.111084,0.020569
0.059326,0.031250,0.019196
0.052094,0.171783,0.018005
0.044312,0.113159,0.017334
0.036072,0.011719,0.016724
0.027435,0.045898,0.016083
0.018524,0.153809,0.014954
0.009399,0.023437,0.012665
0.000183,0.006592,0.011414
-0.009033,0.151825,0.011261
-0.018158,0.094482,0.009888
-0.027100,0.108551,0.008514
-0.035736,0.123047,0.007660
-0.044006,0.000977,0.006714
-0.051819,0.001953,0.006195
-0.059082,0.069489,0.004974
-0.065704,0.079437,0.003906
-0.071655,0.000000,0.003510
-0.076874,0.062500,0.002625
-0.081268,0.113708,0.001495
-0.084808,0.097351,0.001587
-0.087433,0.027344,0.001007
-0.089142,0.040039,0.000122
-0.089966,0.093872,0.000244
-0.089783,0.105957,0.000946
-0.088684,0.089752,0.000458
-0.086670,0.037354,0.000458
-0.083710,-0.015869,0.001495
-0.079895,0.001465,0.001709
-0.075226,0.081116,0.001953
-0.069763,0.065582,0.002502
-0.063599,0.068359,0.002930
-0.056732,0.081512,0.003906
-0.049286,0.102051,0.004761
-0.041321,0.115173,0.005737
-0.032898,0.101990,0.006592
-0.024170,0.001953,0.007507
-0.015137,0.064484,0.008667
-0.005981,0.113800,0.009705
0.003235,0.122894,0.011475
0.012421,0.093750,0.012573
0.021484,0.121094,0.013336
0.030334,0.088470,0.014679
0.038849,0.115967,0.015656
0.046936,0.121094,0.016724
0.054565,0.002930,0.017761
0.061584,0.140930,0.018127
0.067993,0.109375,0.019409
0.074036,0.129791,0.019989
0.079193,0.094574,0.020355
0.083374,0.119080,0.021149
0.086578,0.118042,0.021088
0.088745,0.142456,0.022186
0.089813,0.000000,0.022583
0.089844,0.015869,0.022675
0.088745,0.117188,0.022552
0.086639,0.037109,0.022522
0.083435,0.023682,0.022369
0.079254,0.131134,0.021729
0.074127,0.117767,0.021637
0.068085,0.220459,0.021637
0.061249,0.000000,0.020538
0.053650,0.177399,0.019684
0.045441,0.000000,0.019470
0.036652,0.000000,0.018188
0.027435,0.192932,0.016846
0.017883,0.106995,0.016052
0.008118,0.119629,0.015320
-0.001740,0.107056,0.014099
-0.011566,0.031738,0.012360
-0.021271,0.015625,0.011292
-0.030731,0.094238,0.010498
-0.039795,0.201019,0.009064
-0.048401,0.103516,0.008179
-0.056396,0.101410,0.007507
-0.063751,0.095703,0.006348
-0.070312,0.066406,0.004639
-0.076050,0.097351,0.004028
-0.080872,0.117310,0.004120
-0.084717,0.029297,0.002716
-0.087524,0.113098,0.001556
-0.089294,0.074219,0.001831
-0.089996,0.079742,0.002167
-0.089600,0.064087,0.000977
-0.088135,0.094604,0.001312
-0.085632,0.066162,0.001984
-0.082062,0.004395,0.000275
-0.077515,0.011230,0.000580
-0.072052,0.137695,0.001465
-0.065735,0.104095,0.001038
-0.058594,0.068573,0.001526
-0.050781,0.082092,0.002686
-0.042328,0.098785,0.003265
-0.033386,0.037109,0.003693
-0.024017,0.190582,0.004822
-0.014404,0.077454,0.006500
-0.004578,0.039124,0.006622
0.005280,0.104584,0.007355
0.015076,0.088745,0.009430
0.024719,0.073242,0.009766
0.034027,0.062988,0.011047
0.042938,0.064453,0.012177
0.051331,0.062988,0.013336
0.059113,0.073242,0.014771
0.066193,0.042969,0.014984
0.072479,0.121094,0.016388
0.077850,0.007568,0.018158
0.082336,0.093903,0.018311
0.085815,0.118164,0.019012
0.088257,0.065918,0.020264
0.089630,0.011719,0.020905
0.089935,0.136230,0.021667
0.089172,0.125366,0.021790
0.087311,0.188110,0.021515
0.084412,0.173401,0.022797
0.080505,0.146973,0.023407
0.075623,0.178345,0.022614
0.069824,0.116394,0.022614
0.063202,0.007813,0.022461
0.055786,0.063293,0.021667
0.047729,0.117249,0.021423
0.039093,0.129150,0.020996
0.029999,0.146362,0.020020
0.020508,0.000000,0.019196
0.010803,0.027344,0.018707
0.000946,0.037109,0.018250
-0.008911,0.003357,0.017212
-0.018646,0.053711,0.015656
-0.028198,0.093750,0.015045
-0.037354,0.109741,0.014099
-0.046112,0.118317,0.013519
-0.054291,0.082642,0.012268
-0.061829,0.133636,0.010590
-0.068604,0.008057,0.010376
-0.074585,0.024902,0.008972
-0.079651,0.027344,0.007294
-0.083740,0.186646,0.007019
-0.086853,0.136719,0.005859
-0.088928,0.181671,0.004181
-0.089905,0.154266,0.003296
-0.089813,0.087555,0.003113
-0.088654,0.101563,0.002472
-0.086395,0.014160,0.001617
-0.083130,0.093750,0.000763
-0.078857,0.047607,0.000336
-0.073639,0.090088,0.000732
-0.067535,0.095276,0.000946
-0.060608,0.072266,0.000275
-0.052979,0.070557,0.000366
-0.044678,0.079590,0.000427
-0.035858,0.066162,0.001221
-0.026611,0.006836,0.002411
-0.017029,0.003906,0.001526
-0.007263,0.046875,0.002625
0.002594,0.088043,0.003998
0.012421,0.112061,0.004211
0.022125,0.086548,0.005585
0.031525,0.000366,0.006622
0.040558,0.005615,0.006592
0.049103,0.075592,0.008331
0.057068,0.206940,0.009308
0.064331,0.076508,0.010437
0.070831,0.104889,0.011871
0.076477,0.134766,0.012268
0.081207,0.133759,0.014008
0.084961,0.110413,0.015564
0.087708,0.111328,0.016296
0.089355,0.089844,0.017242
0.089966,0.058716,0.017639
0.089478,0.097656,0.019409
0.087921,0.093842,0.020264
0.085297,0.127747,0.020050
0.081665,0.112427,0.021454
0.077026,0.002991,0.021759
0.071472,0.123291,0.022461
0.065063,0.073975,0.023010
0.057892,0.047119,0.022400
0.049988,0.063354,0.022522
0.041504,0.110596,0.022827
0.032501,0.131195,0.022461
0.023132,0.114288,0.022430
0.013458,0.172150,0.021667
0.003632,0.060059,0.020996
-0.006226,0.118927,0.021149
-0.016022,0.183838,0.019897
-0.025604,0.168457,0.019318
-0.034912,0.083679,0.018646
-0.043762,0.110413,0.016968
-0.052124,0.148407,0.016907
-0.059845,0.082947,0.015472
-0.066833,0.113251,0.014008
-0.073029,0.032227,0.013367
-0.078369,0.093994,0.011292
-0.082733,0.136230,0.011200
-0.086121,0.091553,0.009796
-0.088470,0.068512,0.009003
-0.089752,0.027588,0.008118
-0.089966,0.060547,0.005371
-0.089081,0.083008,0.005615
-0.087128,0.078125,0.005219
-0.084137,0.025391,0.003723
-0.080139,0.021240,0.002747
-0.075165,0.138641,0.002777
-0.069305,0.102539,0.002319
-0.062592,0.114777,0.001709
-0.055115,0.000000,0.002197
-0.046997,0.000000,0.001404
-0.038330,0.027527,0.000488
-0.029175,0.088440,0.000580
-0.019684,0.133575,0.001221
-0.009949,-0.000732,0.001007
-0.000092,0.075470,0.000458
0.009766,0.093262,0.001160
0.019501,0.003662,0.001556
0.028992,0.126892,0.002563
0.038147,0.072693,0.003113
0.046844,0.141541,0.002960
0.054962,0.090149,0.004547
0.062439,0.087189,0.005341
0.069153,0.098083,0.006775
0.075043,0.000000,0.007874
0.080017,0.005859,0.008148
0.084045,0.000488,0.009888
0.087036,0.006836,0.011322
0.089020,0.118866,0.012238
0.089905,0.080933,0.013306
0.089722,0.083527,0.014435
0.088440,0.112305,0.016083
0.086121,0.118652,0.016937
0.082764,0.086090,0.017548
0.078400,0.001953,0.018799
0.073090,0.081543,0.018738
0.066895,0.079285,0.019409
0.059906,0.142914,0.021484
0.052216,0.133759,0.021362
0.043854,0.115234,0.021057
0.035004,0.123962,0.021667
0.025726,0.121277,0.022491
0.016113,0.069702,0.022888
0.006317,0.101410,0.021881
-0.003540,0.123199,0.022400
-0.013367,0.105469,0.022278
-0.023010,0.126526,0.021729
-0.032410,0.092773,0.021759
-0.041412,0.036865,0.020905
-0.049896,0.078125,0.020538
-0.057800,0.000977,0.019379
-0.065002,0.003906,0.017975
-0.071442,0.040710,0.018097
-0.076996,0.163086,0.016663
-0.081635,0.005859,0.015411
-0.085297,0.123108,0.014587
-0.087921,0.158905,0.013550
-0.089508,0.016357,0.012146
-0.089996,0.110229,0.011139
-0.089417,0.046753,0.010101
-0.087769,0.180084,0.009369
-0.085052,0.129547,0.008026
-0.081329,0.105652,0.006653
-0.076599,0.047119,0.006104
-0.070984,0.003418,0.005188
-0.064484,0.108521,0.003998
-0.057220,0.147278,0.003235
-0.049286,0.076172,0.002014
-0.040741,0.177185,0.001617
-0.031708,0.133301,0.001343
-0.022308,0.102783,0.001068
-0.012634,0.004395,0.000763
-0.002777,0.000977,0.000244
0.007080,0.067383,-0.000153
0.016846,0.117371,0.000153
0.026428,0.101166,0.000458
0.035675,0.087921,0.000366
0.044525,0.062622,0.000885
0.052795,0.103271,0.001587
0.060486,0.105469,0.001617
0.067413,0.096558,0.002991
0.073517,0.001709,0.003845
0.078766,0.043671,0.003754
0.083038,0.069550,0.005463
0.086334,0.110199,0.007111
0.088593,0.023437,0.007843
0.089752,0.016357,0.008881
0.089874,0.011719,0.009827
0.088898,0.023437,0.010956
0.086853,0.030273,0.012054
0.083771,0.094147,0.013794
0.079681,0.121216,0.014587
0.074615,0.133301,0.014954
0.068665,0.124268,0.016541
0.061890,0.124512,0.017578
0.054382,-0.011353,0.018005
0.046204,0.004395,0.018982
0.037476,0.063812,0.019653
0.028290,0.012207,0.020569
0.018768,0.097168,0.021454
0.009033,0.093079,0.022125
-0.000824,0.004883,0.022614
-0.010681,0.029541,0.022278
-0.020416,0.001465,0.022217
-0.029877,0.047607,0.023224
-0.039001,0.029297,0.023071
-0.047638,0.062378,0.022186
-0.055725,0.078125,0.021698
-0.063110,0.112427,0.022278
-0.069763,0.058594,0.021729
-0.075562,0.121277,0.019897
-0.080475,0.187500,0.020050
-0.084381,0.062988,0.019073
-0.087311,0.154663,0.018219
-0.089172,0.067291,0.017578
-0.089966,0.112579,0.015991
-0.089691,0.070404,0.015533
-0.088318,0.079132,0.014221
-0.085907,0.005981,0.012726
-0.082428,0.099609,0.012207
-0.077972,0.003906,0.010651
-0.072601,0.001709,0.009155
-0.066345,0.007813,0.008545
-0.059296,0.064850,0.007904
-0.051514,0.059570,0.006744
-0.043121,0.073730,0.005157
-0.034210,0.064026,0.004639
-0.024902,0.123047,0.004364
-0.015289,0.001953,0.003693
-0.005493,0.033569,0.002838
0.004395,0.085175,0.001709
0.014191,0.055511,0.001740
0.023834,0.039978,0.001892
0.033203,0.081238,0.001617
0.042175,0.000000,0.001495
0.050598,0.165405,0.000977
0.058441,0.103516,0.000763
0.065582,0.041748,0.001343
0.071930,0.093750,0.002167
0.077423,0.172363,0.002075
0.081970,0.080688,0.002197
0.085541,0.032227,0.003754
0.088074,0.000488,0.004974
0.089569,0.000244,0.005066
0.089935,0.052246,0.005585
0.089294,0.145294,0.007263
