0.068665,-0.000305
0.073914,-0.000122
0.078461,-0.000092
0.082306,-0.000061
0.085388,-0.000153
0.087708,-0.000183
0.089203,-0.000153
0.089905,0.000000
0.089783,0.000061
0.088867,0.000214
0.087128,0.000153
0.084595,0.000122
0.081268,0.000153
0.077209,0.000214
0.072479,0.000153
0.067078,0.000092
0.061035,0.000244
0.054443,0.000183
0.047394,0.000214
0.039886,-0.000031
0.032013,-0.000275
0.023865,-0.000061
0.015472,-0.000153
0.006958,-0.000153
-0.001617,-0.000214
-0.010193,-0.000183
-0.018677,-0.000031
-0.026978,-0.000214
-0.035034,-0.000153
-0.042786,-0.000183
-0.050140,-0.000122
-0.057037,0.000153
-0.063416,0.000275
-0.069214,0.000122
-0.074371,0.000092
-0.078857,0.000092
-0.082642,0.000061
-0.085663,0.000244
-0.087891,0.000153
-0.089355,0.000153
-0.089966,0.000153
-0.089783,0.000122
-0.088776,0.000061
-0.086945,-0.000183
-0.084351,-0.000153
-0.080994,-0.000244
-0.076874,-0.000214
-0.072052,-0.000183
-0.066589,-0.000214
-0.060516,-0.000214
-0.053894,-0.000183
-0.046783,-0.000214
-0.039215,-0.000122
-0.031342,-0.000122
-0.023163,-0.000183
-0.014740,0.000061
-0.006226,0.000244
0.002350,0.000061
0.010925,0.000061
0.019379,0.000122
0.027679,0.000092
0.035706,0.000122
0.043427,0.000153
0.050720,0.000183
0.057587,0.000092
0.063904,0.000244
0.069641,0.000122
0.074768,-0.000092
0.079193,-0.000214
0.082886,-0.000061
0.085846,-0.000214
0.088013,-0.000244
0.089386,-0.000153
0.089935,-0.000214
0.089691,-0.000092
0.088623,-0.000122
0.086731,-0.000153
0.084045,-0.000122
0.080597,-0.000092
0.076416,0.000061
0.071564,0.000153
0.066040,0.000122
0.059906,0.000214
0.053223,0.000183
0.046082,0.000153
0.038513,0.000153
0.030579,0.000092
0.022369,0.000244
0.013947,0.000183
0.005432,0.000122
-0.003174,0.000092
-0.011719,-0.000122
-0.020172,-0.000275
-0.028442,-0.000153
-0.036438,-0.000214
-0.044128,-0.000153
-0.051392,-0.000122
-0.058228,-0.000305
-0.064484,-0.000061
-0.070190,-0.000214
-0.075226,-0.000122
-0.079590,-0.000153
-0.083252,-0.000183
-0.086121,0.000153
-0.088226,0.000122
-0.089508,0.000153
-0.089996,0.000092
-0.089661,0.000122
-0.088501,0.000061
-0.086548,0.000092
-0.083801,0.000061
-0.080292,0.000183
-0.076050,0.000122
-0.071136,0.000183
-0.065552,0.000153
-0.059357,-0.000214
-0.052643,-0.000153
-0.045441,-0.000275
-0.037842,-0.000183
-0.029877,-0.000183
-0.021667,-0.000275
-0.013245,-0.000214
-0.004700,-0.000122
0.003906,-0.000214
0.012451,-0.000214
0.020874,-0.000183
0.029144,-0.000275
0.037109,0.000061
0.044739,0.000214
0.052002,0.000122
0.058746,0.000153
0.064972,0.000153
0.070618,0.000153
0.075592,0.000244
0.079895,0.000122
0.083496,0.000092
0.086304,0.000214
0.088318,0.000122
0.089569,0.000214
0.089966,-0.000031
0.089569,-0.000092
0.088318,-0.000122
0.086304,-0.000092
0.083466,-0.000153
0.079895,-0.000092
0.075592,-0.000122
0.070618,-0.000183
0.064972,-0.000061
0.058746,-0.000183
0.051971,-0.000061
0.044739,-0.000092
0.037109,0.000153
0.029114,0.000183
0.020874,0.000122
0.012421,0.000092
0.003876,0.000122
-0.004700,0.000061
-0.013245,0.000183
-0.021667,0.000061
-0.029907,0.000153
-0.037842,0.000122
-0.045471,0.000092
-0.052643,0.000275
-0.059387,-0.000153
-0.065552,-0.000244
-0.071136,-0.000122
-0.076050,-0.000183
-0.080292,-0.000214
-0.083801,-0.000244
-0.086548,-0.000183
-0.088501,-0.000244
-0.089661,-0.000214
-0.089996,-0.000244
-0.089508,-0.000244
-0.088226,-0.000183
-0.086121,0.000214
-0.083221,0.000214
-0.079590,0.000122
-0.075226,0.000092
-0.070160,0.000122
-0.064484,0.000092
-0.058197,0.000183
-0.051392,0.000122
-0.044128,0.000122
-0.036438,0.000061
-0.028442,0.000092
-0.020172,0.000122
-0.011719,-0.000122
-0.003143,-0.000244
0.005432,-0.000214
0.013977,-0.000122
0.022369,-0.000214
0.030579,-0.000153
0.038513,-0.000153
0.046082,-0.000214
0.053253,-0.000183
0.059906,-0.000122
0.066040,-0.000122
0.071564,-0.000153
0.076416,0.000153
0.080597,0.000153
0.084045,0.000183
0.086731,0.000183
0.088623,0.000153
0.089691,0.000092
0.089935,0.000183
0.089386,0.000214
0.088013,0.000244
0.085846,0.000214
0.082886,0.000092
0.079193,0.000183
0.074768,-0.000122
0.069641,-0.000183
0.063904,-0.000244
0.057556,-0.000153
0.050720,-0.000214
0.043396,-0.000153
0.035706,-0.000153
0.027649,-0.000122
0.019379,-0.000183
0.010895,-0.000122
0.002350,-0.000092
-0.006226,-0.000214
-0.014771,0.000000
-0.023163,0.000092
-0.031342,0.000092
-0.039246,0.000153
-0.046783,0.000214
-0.053894,0.000244
-0.060516,0.000183
-0.066589,0.000153
-0.072052,0.000214
-0.076874,0.000122
-0.080994,0.000153
-0.084351,0.000244
-0.086945,-0.000092
-0.088776,-0.000214
-0.089783,-0.000214
-0.089966,-0.000244
-0.089355,-0.000061
-0.087891,-0.000153
-0.085663,-0.000244
-0.082642,-0.000183
-0.078857,-0.000183
-0.074371,-0.000183
-0.069183,-0.000214
-0.063385,-0.000244
-0.057037,0.000092
-0.050110,0.000153
-0.042755,0.000122
-0.035034,0.000092
-0.026978,0.000122
-0.018677,0.000031
-0.010193,0.000153
-0.001617,0.000092
0.006958,0.000092
0.015472,0.000183
0.023865,0.000092
0.032013,0.000305
0.039886,-0.000153
0.047394,-0.000244
0.054474,-0.000214
0.061035,-0.000183
0.067078,-0.000214
0.072479,0.000000
0.077240,0.000000
0.081268,-0.000214
0.084595,-0.000122
0.087128,-0.000153
0.088867,-0.000122
0.089783,-0.000214
0.089905,0.000092
0.089203,0.000183
0.087708,0.000183
0.085388,0.000031
0.082275,0.000122
0.078430,-0.000092
0.073883,-0.000153
0.068665,0.000092
0.062805,0.000153
0.056366,0.000153
0.049438,0.000122
0.042053,0.000183
0.034271,-0.000122
0.026184,-0.000092
0.017853,-0.000153
0.009369,-0.000183
0.000793,-0.000183
-0.007782,0.000031
-0.016296,0.000214
-0.024628,-0.000092
-0.032776,-0.000153
-0.040619,-0.000183
-0.048096,-0.000153
-0.055115,-0.000244
-0.061646,0.000092
-0.067627,0.000214
-0.072968,0.000275
-0.077667,0.000214
-0.081635,0.000153
-0.084869,-0.000183
-0.087341,-0.000244
-0.089020,0.000031
-0.089874,0.000214
-0.089935,0.000092
-0.089142,0.000122
-0.087555,0.000092
-0.085175,-0.000153
-0.082001,-0.000122
-0.078094,-0.000183
-0.073486,-0.000244
-0.068207,-0.000305
-0.062286,0.000031
-0.055817,0.000092
-0.048828,-0.000122
-0.041412,-0.000214
-0.033600,-0.000244
-0.025482,-0.000153
-0.017151,-0.000275
-0.008667,0.000092
-0.000092,0.000122
0.008484,0.000122
0.016998,0.000153
0.025330,0.000061
0.033447,-0.000031
0.041260,-0.000153
0.048706,0.000000
0.055695,0.000122
0.062164,0.000061
0.068085,0.000122
0.073395,0.000183
0.078003,-0.000061
0.081909,-0.000183
0.085083,-0.000214
0.087494,-0.000214
0.089081,-0.000214
0.089874,0.000061
0.089844,0.000092
0.088989,-0.000031
0.087341,0.000000
0.084869,-0.000214
0.081665,-0.000244
0.077667,-0.000092
0.072998,0.000122
0.067657,0.000122
0.061707,0.000122
0.055176,0.000153
0.048157,0.000183
0.040680,-0.000122
0.032837,-0.000183
0.024719,0.000183
0.016357,-0.000092
0.007843,0.000061
-0.000732,0.000122
-0.009308,0.000122
-0.017792,-0.000244
-0.026123,-0.000214
-0.034210,-0.000244
-0.041992,-0.000153
-0.049377,-0.000183
-0.056335,0.000061
-0.062775,0.000244
-0.068634,-0.000153
-0.073883,0.000275
-0.078430,-0.000031
-0.082275,-0.000244
-0.085388,-0.000153
-0.087708,0.000031
-0.089233,0.000092
-0.089935,0.000061
-0.089844,0.000031
-0.088928,0.000214
-0.087189,-0.000092
-0.084656,-0.000183
-0.081360,0.000031
-0.077332,-0.000183
-0.072601,0.000061
-0.067200,0.000122
-0.061157,0.000092
-0.054596,-0.000183
-0.047546,-0.000153
-0.040039,-0.000244
-0.032166,-0.000214
-0.024017,-0.000244
-0.015656,0.000061
-0.007111,0.000183
0.001465,-0.000092
0.010040,0.000122
0.018494,-0.000153
0.026825,-0.000275
0.034882,-0.000214
0.042633,0.000031
0.049988,0.000153
0.056885,0.000214
0.063263,0.000061
0.069092,0.000183
0.074249,-0.000031
0.078766,-0.000336
0.082550,0.000214
0.085571,-0.000092
0.087830,0.000122
0.089294,0.000153
0.089935,0.000214
0.089752,-0.000031
0.088745,-0.000214
0.086945,-0.000092
0.084351,-0.000061
0.080994,-0.000244
0.076904,0.000153
0.072113,0.000214
0.066650,-0.000061
0.060577,0.000244
0.053955,-0.000031
0.046844,-0.000183
0.039307,-0.000183
0.031403,0.000092
0.023224,0.000153
0.014832,0.000122
0.006317,0.000183
-0.002258,0.000153
-0.010834,-0.000092
-0.019287,-0.000244
-0.027588,0.000092
-0.035614,-0.000153
-0.043335,0.000031
-0.050659,0.000153
-0.057526,0.000122
-0.063873,-0.000031
-0.069611,-0.000183
-0.074738,-0.000031
-0.079163,-0.000214
-0.082886,-0.000275
-0.085846,-0.000031
-0.088043,0.000092
-0.089417,-0.000244
-0.089996,0.000183
-0.089752,-0.000153
-0.088684,-0.000244
-0.086792,-0.000214
-0.084137,-0.000031
-0.080688,0.000092
-0.076538,0.000122
-0.071686,0.000061
-0.066162,0.000153
-0.060028,0.000214
-0.053375,-0.000183
-0.046234,0.000061
-0.038666,-0.000183
-0.030731,-0.000031
-0.022522,0.000122
-0.014130,0.000122
-0.005585,0.000153
0.002991,-0.000061
0.011566,-0.000092
0.020020,-0.000183
0.028290,-0.000153
0.036285,-0.000275
0.043976,0.000122
0.051239,-0.000153
0.058075,0.000000
0.064362,0.000183
0.070068,-0.000244
0.075104,-0.000153
0.079498,-0.000183
0.083160,0.000092
0.086060,0.000183
0.088165,0.000183
0.089478,0.000061
0.089966,0.000122
0.089630,-0.000092
0.088501,-0.000031
0.086548,0.000061
0.083801,-0.000031
0.080322,0.000061
0.076080,0.000153
0.071167,0.000153
0.065582,-0.000061
0.059418,-0.000183
0.052704,-0.000092
0.045532,-0.000153
0.037903,-0.000122
0.029968,0.000153
0.021759,0.000214
0.013336,-0.000122
0.004791,0.000214
-0.003815,-0.000031
-0.012360,-0.000092
-0.020782,-0.000061
-0.029053,0.000244
-0.037048,0.000122
-0.044678,0.000122
-0.051941,0.000214
-0.058685,0.000122
-0.064941,-0.000153
-0.070587,-0.000275
-0.075592,0.000122
-0.079895,-0.000122
