-0.049744,-0.054138,-0.058319,-0.062317,-0.066101,-0.069641,-0.072906,-0.075958,-0.078705,-0.081177,-0.083344,-0.085236,-0.086823,-0.088074,-0.089020,-0.089661,-0.089966,-0.089966,-0.089630,-0.088959,-0.088013,-0.086731,-0.085114,-0.083221,-0.081024,-0.078522,-0.075775,-0.072723,-0.069427,-0.065857,-0.062073,-0.058075,-0.053864,-0.049438,-0.044861,-0.040131,-0.035248,-0.030212,-0.025085,-0.019867,-0.014587,-0.009247,-0.003876,0.001495,0.006866,0.012238,0.017548,0.022766,0.027954,0.033020,0.037964,0.042755,0.047424,0.051910,0.056213,0.060303,0.064209,0.067871,0.071259,0.074432,0.077301,0.079926,0.082245,0.084290,0.086029,0.087433,0.088562,0.089355,0.089813,0.089966,0.089783,0.089294,0.088470,0.087372,0.085907,0.084167,0.082123,0.079773,0.077148,0.074219,0.071075,0.067627,0.063965,0.060059,0.055939,0.051636,0.047150,0.042480,0.037659,0.032715,0.027618,0.022461,0.017212,0.011902,0.006531,0.001160,-0.004211,-0.009583,-0.014923,-0.020203,-0.025421,-0.030518,-0.035522,-0.040436,-0.045166,-0.049744,-0.054138,-0.058319,-0.062317,-0.066101,-0.069641,-0.072906,-0.075958,-0.078705,-0.081177,-0.083344,-0.085236,-0.086823,-0.088074,-0.089020,-0.089661,-0.089966,-0.089966,-0.089630,-0.088959,-0.088013,-0.086731,-0.085114
-0.083221,-0.081024,-0.078522,-0.075775,-0.072723,-0.069427,-0.065857,-0.062073,-0.058075,-0.053864,-0.049438,-0.044861,-0.040131,-0.035248,-0.030212,-0.025085,-0.019867,-0.014587,-0.009247,-0.003876,0.001495,0.006866,0.012238,0.017548,0.022766,0.027954,0.033020,0.037964,0.042755,0.047424,0.051910,0.056213,0.060303,0.064209,0.067871,0.071259,0.074432,0.077301,0.079926,0.082245,0.084290,0.086029,0.087433,0.088562,0.089355,0.089813,0.089966,0.089783,0.089294,0.088470,0.087372,0.085907,0.084167,0.082123,0.079773,0.077148,0.074219,0.071075,0.067627,0.063965,0.060059,0.055939,0.051636,0.047150,0.042480,0.037659,0.032715,0.027618,0.022461,0.017212,0.011902,0.006531,0.001160,-0.004211,-0.009583,-0.014923,-0.020203,-0.025421,-0.030518,-0.035522,-0.040436,-0.045166,-0.049744,-0.054138,-0.058319,-0.062317,-0.066101,-0.069641,-0.072906,-0.075958,-0.078705,-0.081177,-0.083344,-0.085236,-0.086823,-0.088074,-0.089020,-0.089661,-0.089966,-0.089966,-0.089630,-0.088959,-0.088013,-0.086731,-0.085114,-0.083221,-0.081024,-0.078522,-0.075775,-0.072723,-0.069427,-0.065857,-0.062073,-0.058075,-0.053864,-0.049438,-0.044861,-0.040131,-0.035248,-0.030212,-0.025085,-0.019867,-0.014587,-0.009247,-0.003876,0.001495,0.006866,0.012238
0.017548,0.022766,0.027954,0.033020,0.037964,0.042755,0.047424,0.051910,0.056213,0.060303,0.064209,0.067871,0.071259,0.074432,0.077301,0.079926,0.082245,0.084290,0.086029,0.087433,0.088562,0.089355,0.089813,0.089966,0.089783,0.089294,0.088470,0.087372,0.085907,0.084167,0.082123,0.079773,0.077148,0.074219,0.071075,0.067627,0.063965,0.060059,0.055939,0.051636,0.047150,0.042480,0.037659,0.032715,0.027618,0.022461,0.017212,0.011902,0.006531,0.001160,-0.004211,-0.009583,-0.014923,-0.020203,-0.025421,-0.030518,-0.035522,-0.040436,-0.045166,-0.049744,-0.054138,-0.058319,-0.062317,-0.066101,-0.069641,-0.072906,-0.075958,-0.078705,-0.081177,-0.083344,-0.085236,-0.086823,-0.088074,-0.089020,-0.089661,-0.089966,-0.089966,-0.089630,-0.088959,-0.088013,-0.086731,-0.085114,-0.083221,-0.081024,-0.078522,-0.075775,-0.072723,-0.069427,-0.065857,-0.062073,-0.058075,-0.053864,-0.049438,-0.044861,-0.040131,-0.035248,-0.030212,-0.025085,-0.019867,-0.014587,-0.009247,-0.003876,0.001495,0.006866,0.012238,0.017548,0.022766,0.027954,0.033020,0.037964,0.042755,0.047424,0.051910,0.056213,0.060303,0.064209,0.067871,0.071259,0.074432,0.077301,0.079926,0.082245,0.084290,0.086029,0.087433,0.088562,0.089355,0.089813
0.089966,0.089783,0.089294,0.088470,0.087372,0.085907,0.084167,0.082123,0.079773,0.077148,0.074219,0.071075,0.067627,0.063965,0.060059,0.055939,0.051636,0.047150,0.042480,0.037659,0.032715,0.027618,0.022461,0.017212,0.011902,0.006531,0.001160,-0.004211,-0.009583,-0.014923,-0.020203,-0.025421,-0.030518,-0.035522,-0.040436,-0.045166,-0.049744,-0.054138,-0.058319,-0.062317,-0.066101,-0.069641,-0.072906,-0.075958,-0.078705,-0.081177,-0.083344,-0.085236,-0.086823,-0.088074,-0.089020,-0.089661,-0.089966,-0.089966,-0.089630,-0.088959,-0.088013,-0.086731,-0.085114,-0.083221,-0.081024,-0.078522,-0.075775,-0.072723,-0.069427,-0.065857,-0.062073,-0.058075,-0.053864,-0.049438,-0.044861,-0.040131,-0.035248,-0.030212,-0.025085,-0.019867,-0.014587,-0.009247,-0.003876,0.001495,0.006866,0.012238,0.017548,0.022766,0.027954,0.033020,0.037964,0.042755,0.047424,0.051910,0.056213,0.060303,0.064209,0.067871,0.071259,0.074432,0.077301,0.079926,0.082245,0.084290,0.086029,0.087433,0.088562,0.089355,0.089813,0.089966,0.089783,0.089294,0.088470,0.087372,0.085907,0.084167,0.082123,0.079773,0.077148,0.074219,0.071075,0.067627,0.063965,0.060059,0.055939,0.051636,0.047150,0.042480,0.037659,0.032715,0.027618,0.022461
0.017212,0.011261,0.005249,-0.000763,-0.006775,-0.012756,-0.018707,-0.024536,-0.030304,-0.035889,-0.041321,-0.046600,-0.051636,-0.056458,-0.061005,-0.065308,-0.069305,-0.072998,-0.076355,-0.079376,-0.082031,-0.084320,-0.086243,-0.087769,-0.088898,-0.089630,-0.089966,-0.089905,-0.089447,-0.088562,-0.087311,-0.085663,-0.083588,-0.081177,-0.078400,-0.075256,-0.071808,-0.068024,-0.063904,-0.059540,-0.054871,-0.049988,-0.044861,-0.039551,-0.034058,-0.028381,-0.022614,-0.016754,-0.010803,-0.004791,0.001251,0.007263,0.013245,0.019165,0.024994,0.030731,0.036316,0.041748,0.046997,0.052032,0.056824,0.061340,0.065613,0.069611,0.073242,0.076569,0.079559,0.082214,0.084473,0.086334,0.087830,0.088959,0.089661,0.089935,0.089844,0.089355,0.088440,0.087128,0.085449,0.083374,0.080933,0.078125,0.074951,0.071472,0.067627,0.063507,0.059113,0.054443,0.049530,0.044373,0.039063,0.033539,0.027863,0.022095,0.016205,0.010223,0.004242,-0.001801,-0.007813,-0.013794,-0.019714,-0.025543,-0.031250,-0.036835,-0.042236,-0.047455,-0.052460,-0.057251,-0.061768,-0.066010,-0.069946,-0.073608,-0.076874,-0.079834,-0.082458,-0.084686,-0.086517,-0.087982,-0.089050,-0.089722,-0.089996,-0.089874,-0.089325,-0.088379,-0.087036,-0.085327,-0.083221,-0.080719
-0.077881,-0.074707,-0.071198,-0.067322,-0.063202,-0.058777,-0.054077,-0.049133,-0.043976,-0.038635,-0.033112,-0.027435,-0.021637,-0.015747,-0.009766,-0.003754,0.002258,0.008270,0.014252,0.020172,0.026001,0.031708,0.037262,0.042664,0.047852,0.052856,0.057617,0.062103,0.066315,0.070251,0.073853,0.077118,0.080048,0.082611,0.084808,0.086639,0.088043,0.089081,0.089722,0.089966,0.089783,0.089203,0.088257,0.086884,0.085114,0.082977,0.080475,0.077606,0.074371,0.070831,0.066956,0.062775,0.058319,0.053619,0.048676,0.043488,0.038116,0.032593,0.026886,0.021088,0.015198,0.009216,0.003204,-0.002808,-0.008820,-0.014801,-0.020691,-0.026520,-0.032227,-0.037750,-0.043152,-0.048340,-0.053314,-0.058044,-0.062500,-0.066711,-0.070587,-0.074158,-0.077423,-0.080322,-0.082855,-0.085022,-0.086823,-0.088196,-0.089203,-0.089813,-0.089996,-0.089783,-0.089203,-0.088196,-0.086792,-0.084991,-0.082825,-0.080292,-0.077393,-0.074127,-0.070557,-0.066650,-0.062439,-0.057983,-0.053253,-0.048279,-0.043091,-0.037689,-0.032135,-0.026459,-0.020630,-0.014740,-0.008759,-0.002747,0.003296,0.009308,0.015259,0.021179,0.026978,0.032654,0.038177,0.043549,0.048737,0.053680,0.058380,0.062836,0.067017,0.070892,0.074432,0.077637,0.080505,0.083008
0.085144,0.086914,0.088257,0.089233,0.089783,0.089966,0.089722,0.089081,0.088043,0.086609,0.084778,0.082581,0.080017,0.077087,0.073792,0.070190,0.066254,0.062042,0.057556,0.052795,0.047791,0.042603,0.037201,0.031616,0.025909,0.020081,0.014160,0.008209,0.002167,-0.003845,-0.009857,-0.015808,-0.021698,-0.027496,-0.033173,-0.038696,-0.044037,-0.049194,-0.054138,-0.058838,-0.063263,-0.067383,-0.071228,-0.074768,-0.077942,-0.080780,-0.083252,-0.085358,-0.087067,-0.088409,-0.089325,-0.089874,-0.089996,-0.089722,-0.089050,-0.087982,-0.086517,-0.084656,-0.082428,-0.079803,-0.076843,-0.073547,-0.069916,-0.065948,-0.061707,-0.057190,-0.052399,-0.047394,-0.042175,-0.036774,-0.031189,-0.025452,-0.019623,-0.013702,-0.007721,-0.001709,0.004303,0.010315,0.016266,0.022156,0.027954,0.033600,0.039124,0.044464,0.049591,0.054504,0.059174,0.063568,0.067688,0.071503,0.075012,0.078156,0.080963,0.083405,0.085480,0.087158,0.088470,0.089355,0.089844,0.089935,0.089630,0.088928,0.087830,0.086334,0.084442,0.082153,0.079529,0.076538,0.073212,0.069550,0.065582,0.061310,0.056763,0.051971,0.046936,0.041687,0.036255,0.030670,0.024933,0.019104,0.013153,0.007172,0.001160,-0.004852,-0.010864,-0.016815,-0.022705,-0.028473
-0.034119,-0.039612,-0.044952,-0.050049,-0.054932,-0.059601,-0.063965,-0.068054,-0.071869,-0.075317,-0.078430,-0.081207,-0.083649,-0.085663,-0.087311,-0.088593,-0.089447,-0.089905,-0.089966,-0.089630,-0.088898,-0.087769,-0.086212,-0.084290,-0.082001,-0.079346,-0.076324,-0.072937,-0.069244,-0.065247,-0.060974,-0.056396,-0.051575,-0.046509,-0.041260,-0.035828,-0.030212,-0.024475,-0.018616,-0.012695,-0.006714,-0.000671,0.005341,0.011322,0.017273,0.023163,0.028900,0.034546,0.040039,0.045349,0.050446,0.055298,0.059937,0.064301,0.068359,0.072113,0.075562,0.078644,0.081390,0.083771,0.085785,0.087402,0.088654,0.089478,0.089905,0.089935,0.089569,0.088776,0.087585,0.086029,0.084076,0.081757,0.079041,0.075989,0.072601,0.068878,0.064850,0.060547,0.055939,0.051117,0.046051,0.040771,0.035309,0.029694,0.023956,0.018097,0.012146,0.006165,0.000122,-0.005890,-0.011871,-0.017822,-0.023682,-0.029449,-0.035065,-0.040527,-0.045807,-0.050903,-0.055756,-0.060364,-0.064697,-0.068726,-0.072479,-0.075867,-0.078949,-0.081665,-0.084015,-0.085968,-0.087555,-0.088776,-0.089569,-0.089966,-0.089966,-0.089539,-0.088745,-0.087524,-0.085907,-0.083923,-0.081573,-0.078827,-0.075775,-0.072357,-0.068604,-0.064545,-0.060211,-0.055603,-0.050720,-0.045654
-0.040344,-0.034882,-0.029236,-0.023499,-0.017639,-0.011688,-0.005676,0.000336,0.006348,0.012360,0.018280,0.024139,0.029877,0.035492,0.040955,0.046234,0.051270,0.056122,0.060699,0.065002,0.069031,0.072723,0.076111,0.079132,0.081818,0.084137,0.086090,0.087646,0.088806,0.089569,0.089935,0.089905,0.089447,0.088593,0.087372,0.085724,0.083710,0.081329,0.078552,0.075439,0.071991,0.068237,0.064148,0.059784,0.055145,0.050262,0.045166,0.039856,0.034363,0.028717,0.022949,0.017090,0.011139,0.005127,-0.000885,-0.006897,-0.012909,-0.018829,-0.024689,-0.030396,-0.036011,-0.041443,-0.046692,-0.051758,-0.056549,-0.061127,-0.065399,-0.069397,-0.073059,-0.076416,-0.079437,-0.082092,-0.084381,-0.086273,-0.087799,-0.088928,-0.089661,-0.089996,-0.089905,-0.089417,-0.088562,-0.087280,-0.085602,-0.083557,-0.081116,-0.078339,-0.075195,-0.071716,-0.067932,-0.063812,-0.059448,-0.054779,-0.049896,-0.044769,-0.039429,-0.033936,-0.028290,-0.022491,-0.016602,-0.010651,-0.004669,0.001373,0.007385,0.013367,0.019287,0.025116,0.030853,0.036438,0.041870,0.047089,0.052124,0.056915,0.061462,0.065704,0.069672,0.073334,0.076660,0.079620,0.082245,0.084503,0.086365,0.087860,0.088959,0.089661,0.089935,0.089844,0.089325,0.088409
0.087097,0.085419,0.083313,0.080872,0.078033,0.074890,0.071381,0.067535,0.063416,0.059021,0.054321,0.049408,0.044281,0.038940,0.033417,0.027740,0.021973,0.016083,0.010101,0.004089,-0.001923,-0.007935,-0.013916,-0.019836,-0.025665,-0.031372,-0.036957,-0.042358,-0.047577,-0.052582,-0.057343,-0.061859,-0.066101,-0.070038,-0.073669,-0.076965,-0.079895,-0.082489,-0.084717,-0.086578,-0.088013,-0.089081,-0.089752,-0.089996,-0.089844,-0.089325,-0.088348,-0.087006,-0.085297,-0.083191,-0.080688,-0.077820,-0.074646,-0.071106,-0.067261,-0.063110,-0.058655,-0.053955,-0.049011,-0.043854,-0.038513,-0.032990,-0.027283,-0.021515,-0.015594,-0.009644,-0.003632,0.002380,0.008392,0.014374,0.020294,0.026123,0.031830,0.037384,0.042755,0.047974,0.052948,0.057709,0.062195,0.066406,0.070312,0.073914,0.077179,0.080109,0.082672,0.084869,0.086670,0.088074,0.089111,0.089752,0.089966,0.089783,0.089203,0.088226,0.086853,0.085083,0.082947,0.080414,0.077545,0.074310,0.070740,0.066864,0.062683,0.058228,0.053528,0.048553,0.043365,0.037994,0.032471,0.026764,0.020966,0.015076,0.009094,0.003082,-0.002930,-0.008972,-0.014923,-0.020844,-0.026642,-0.032318,-0.037872,-0.043243,-0.048431,-0.053406,-0.058136,-0.062592,-0.066803,-0.070679
