Filename,Length,RegisterSize,CyclicShift,PeakValue,MaxSidelobeDeviation
C:\Users\Christian Lykke\Documents\Skole\Aalborg Universitet\ESD6\Project\Kode\16bitMLS.txt,65535,16,0,65535,1.42219569454483e-12
