FreqHz,ReflectionReal,ReflectionImag,ReflectionAbs,AbsorptionCoeff,ImpedanceReal_Pa_s_per_m,ImpedanceImag_Pa_s_per_m,AdmittanceReal_m_per_Pa_s,AdmittanceImag_m_per_Pa_s
10.093689,-0.997121259243909,0.0207424696717942,0.997336982009714,0.00531894431575519,0.553412823865912,4.31632596002873,0.029223990465466,-0.227931596923539
12.785339,-1.02476119066802,0.0236252313798569,1.02503348699303,-0.0506936494570875,-5.13128702882154,4.78276252077641,-0.104284015132521,-0.0972008925422454
16.149902,-0.984513788722217,0.0350164480604228,0.985136311288414,0.0295064481810576,3.10851516891703,7.37799136578546,0.0484965746965598,-0.115105537511674
20.187378,-1.01030440788419,0.0402597734303371,1.01110624859452,-0.0223358459468912,-2.29289463967221,8.26576427078959,-0.0311618324845739,-0.112336762931307
24.897766,-1.00489487787752,0.0483733531958278,1.00605849575652,-0.0121536968838811,-1.25415707036047,9.98342866491157,-0.0123877449069864,-0.0986097918042069
31.626892,-1.01591660367528,0.0540980839118532,1.01735595948815,-0.035013148306045,-3.57316349589796,11.0416405255671,-0.0265297169721975,-0.0819810228074733
39.701843,-0.998586643014379,0.082597638856833,1.0019968331045,-0.00399765355145076,-0.414665151405069,17.1352329467573,-0.00141144271436989,-0.0583251320246729
49.795532,-1.02726308888377,0.119769062691169,1.03422148602751,-0.0696140821609479,-7.00556496586255,24.1057534205094,-0.0111170276975555,-0.038253064492601
63.253784,-1.20213990515428,-0.25050111097211,1.22796219736709,-0.507891158162612,-42.9117937313638,-42.3297465638139,-0.0118109230104526,0.0116507219634533
80.076599,-0.99475378432091,0.186630197179709,1.01210963927833,-0.024365921920108,-2.51940889474491,38.5947045504172,-0.00168421096624638,-0.0258003473665728
100.263977,-0.930552178854452,0.264806746169545,0.967496754716868,0.0639500296123293,6.98975561609832,57.8868986438263,0.00205596181940527,-0.0170268118074667
125.161743,-0.92260872536212,0.182076516248064,0.940403486745635,0.115641282116652,12.8686475747169,40.5232193269009,0.00711866451667008,-0.0224165905429262
160.153198,-0.956202607882302,0.328588814874771,1.01108557332291,-0.0222940365817217,-2.35156320956282,69.3187494602817,-0.000488827585399608,-0.0144095284293419
199.855042,-0.904691860777825,0.391949581327655,0.985947177723314,0.0279081627394329,3.06301722742664,86.0356399020811,0.000413278241413333,-0.0116083767467007
250.323486,-0.961894967437863,0.418041843185025,1.04880928248935,-0.100000911035821,-10.314496875345,86.2370400555829,-0.00136738719667703,-0.0114323971276964
314.923096,-0.710907764879342,-0.157165924710188,0.728073470232057,0.46990902194425,66.0679262236927,-44.1942002971931,0.0104569324456804,0.00699485807128137
399.710083,-0.983819178992711,0.522606993797091,1.11400998510764,-0.241018246919525,-23.7676323847452,103.072120630048,-0.00212424140707449,-0.00921211095043085
499.97406,-0.0976871055022515,-0.361613540534777,0.374575924586064,0.859692876720495,267.128337775693,-224.724960776066,0.00219211261869525,0.00184414138295826
629.846191,-0.408245222335707,0.0828142005506911,0.416560143764115,0.826477646627219,172.367242068399,34.5428709688027,0.00557756435386686,-0.00111775928815618
800.093079,0.536834158796938,-0.794442579776221,0.958816941137731,0.0806700733872856,39.5908956973584,-779.785910506387,6.49421256486832e-05,0.00127910605928922
999.94812,1.30011415800217,1.96185749526969,2.35354661215442,-4.53918165558357,-478.27338891963,413.424402914486,-0.00119668518313936,-0.00103442689636897
1250.271606,0.942754587116873,0.0607311060274295,0.944708674020315,0.107525521230779,6406.94413993341,7237.3665232275,6.85759751019312e-05,-7.74643036774717e-05
1600.186157,0.534584185524201,0.832231802509924,0.989135999001902,0.0216099754785101,9.86424827058019,759.773293291716,1.70853054559638e-05,-0.0013159602675338
