Freq_Hz,X_real,X_imag,Y_real,Y_imag,H_real,H_imag,H_mag_dB,H_phase_rad,Impulse_response
2695.687988,0.199205,0.668683,1.045468,-0.480546,-0.232264,-1.632666,4.344964,-1.712109,0.094254
2696.360840,0.242080,-0.617763,-0.604330,1.054993,-1.812746,-0.267904,5.260574,-2.994866,-0.014408
2697.033691,0.201890,0.666723,1.776897,-1.607250,-1.468953,-3.109932,10.729665,-2.012074,-0.038599
2697.706543,0.248449,-0.621787,-4.034821,0.241279,-2.570500,-5.461973,15.615856,-2.010663,-0.084327
2698.379395,0.204299,0.660255,2.291931,3.214019,5.422751,-1.793349,15.135150,-0.319386,-0.060843
2699.052490,0.252476,-0.624178,0.387286,-1.977446,2.938306,-0.568054,9.521301,-0.190971,0.063241
2699.725342,0.210959,0.652333,-0.593835,0.424845,0.323090,1.014810,0.546998,1.262568,0.050104
2700.398193,0.251884,-0.632884,-1.249788,0.422325,-1.254525,-1.475456,5.741246,-2.275443,-0.052192
2701.071289,0.211154,0.650124,1.169705,2.468096,3.962690,-0.512161,12.031748,-0.128533,-0.055785
2701.744141,0.256972,-0.637447,2.289574,-1.133442,2.775062,2.473085,11.404176,0.727922,0.009675
2702.416992,0.213213,0.643094,-0.187654,-2.461266,-3.535361,-0.880325,11.229935,-2.897550,0.013671
2703.089844,0.258237,-0.642982,-3.024276,-0.381663,-1.115526,-4.255494,12.867623,-1.827166,0.047247
2703.762695,0.214354,0.639745,-0.085239,1.875154,2.595109,1.002761,8.887478,0.368731,0.002434
2704.435791,0.264795,-0.647165,-0.758995,-0.322037,0.015203,-1.179020,1.431147,-1.557903,-0.030760
2705.108643,0.217476,0.629304,-0.209465,1.763268,2.400252,1.162334,8.520058,0.450973,0.017613
2705.781494,0.264391,-0.653297,0.210131,-0.191096,0.363195,0.174661,7.893688,0.448251,0.070496
2706.454590,0.219798,0.623819,-0.354164,1.031272,1.292644,1.023189,4.342246,0.669565,0.087510
2707.127441,0.267428,-0.660393,0.332041,0.249614,-0.149804,0.563457,4.686167,1.830651,-0.040664
2707.800293,0.221025,0.615327,0.466670,0.001519,0.243475,-0.670954,2.928910,-1.222694,-0.115923
2708.473145,0.267911,-0.667749,-1.686693,-1.475427,1.030261,-2.939295,9.868117,-1.233665,-0.060137
2709.145996,0.220972,0.608080,-2.766175,2.870155,2.709185,5.533531,15.793222,1.115508,0.039174
2709.819092,0.268774,-0.674576,1.002735,3.223561,-3.612851,2.925951,13.347329,2.460860,0.009240
2710.491943,0.219588,0.600344,2.519118,1.876140,4.110052,-2.692791,13.828029,-0.580003,0.002009
2711.164795,0.268580,-0.678041,2.352374,-1.386554,2.955472,2.298673,11.467083,0.661037,-0.029694
2711.837891,0.223124,0.594158,-0.366499,-1.075918,-1.790033,-0.055373,5.061377,-3.110668,0.026806
2712.510742,0.271187,-0.687108,-1.029506,-0.544255,0.173686,-1.566868,3.953688,-1.460398,-0.002558
2713.183594,0.222102,0.583455,-0.769217,2.149469,2.779412,2.376416,11.262122,0.707394,-0.001022
2713.856445,0.268767,-0.693361,1.987372,-0.511621,1.607416,2.243207,8.817134,0.949035,-0.016821
2714.529297,0.223184,0.576710,-2.169282,-0.682691,-2.295637,2.873076,11.311216,2.244938,-0.013765
2715.202393,0.268905,-0.702107,-0.767983,1.456282,-2.174170,-0.261125,6.808070,-3.022062,0.033549
2715.875244,0.221910,0.567741,-2.011876,2.292069,2.300610,4.442880,13.984953,1.092995,0.088447
2716.548096,0.266586,-0.709351,2.578094,4.742668,-4.661639,5.386362,17.053825,2.284193,0.060027
2717.221191,0.221989,0.561256,3.846251,-1.119004,0.619782,-6.607794,16.439169,-1.477274,-0.016045
2717.894043,0.267172,-0.719176,-0.315884,-1.094465,1.193889,-0.882758,3.433363,-0.636680,-0.064443
2718.566895,0.218674,0.551405,-0.084944,0.668456,0.994739,0.548540,1.107252,0.503949,-0.050346
2719.239746,0.264906,-0.726261,-0.145962,1.073593,-1.369367,0.298504,2.932013,2.926963,0.002507
2719.912598,0.216916,0.542793,1.528426,2.109427,4.321402,-1.088895,12.979839,-0.246839,0.022641
2720.585693,0.262076,-0.734951,1.698384,-0.604411,1.460685,1.790016,7.273588,0.886364,-0.052828
2721.258545,0.213111,0.535232,0.133869,1.793247,2.977893,0.935582,9.887000,0.304411,-0.019485
2721.931396,0.260690,-0.741368,3.575627,-0.007789,1.518665,4.289001,13.160096,1.230488,0.052934
2722.604492,0.211755,0.526251,-0.255379,-0.470549,-0.937611,0.108000,0.502303,3.026911,0.039869
2723.277344,0.259566,-0.750775,3.550502,1.515342,-0.342440,4.847506,13.731985,1.641322,-0.029845
2723.950195,0.207859,0.512977,2.534617,-3.300580,-3.807002,-6.483603,17.522816,-2.101731,-0.045409
2724.623047,0.250070,-0.759081,-0.333740,-1.888946,2.114172,-1.136152,7.604649,-0.493116,-0.064565
2725.295898,0.203416,0.509697,0.260268,-0.177815,-0.125142,-0.560575,4.816112,-1.790434,0.043032
2725.968994,0.249460,-0.766638,2.024421,-2.152976,3.316435,1.561497,11.283028,0.440045,0.080491
2726.641846,0.199909,0.500307,-1.656328,-2.607514,-5.634990,1.059038,15.168614,2.955820,0.051848
2727.314697,0.246525,-0.775784,-0.246273,-1.499313,1.663757,-0.846152,5.420857,-0.470487,-0.034836
2727.987793,0.194356,0.489110,-4.268016,-1.850699,-6.262431,6.237608,18.927944,2.358180,-0.033770
2728.660645,0.239900,-0.784132,-1.921352,3.091698,-4.290850,-1.137537,12.945848,-2.882446,-0.046842
2729.333496,0.187895,0.480389,-0.981326,1.770965,2.504400,3.022319,11.877022,0.878837,-0.021286
2730.006348,0.232904,-0.790574,2.164716,2.807338,-2.525186,3.482081,12.672058,2.198232,0.052990
2730.679199,0.183891,0.473584,0.326945,-1.081170,-1.750901,-1.370230,6.940065,-2.477561,0.019632
2731.352295,0.227724,-0.800530,1.855830,2.249761,-1.989854,2.884295,10.891516,2.174706,-0.035397
2732.025146,0.175821,0.465499,1.018465,-3.464020,-5.789244,-4.374530,17.214138,-2.494498,0.016236
2732.697998,0.222089,-0.807738,-1.645363,1.672317,-2.445567,-1.364588,8.944765,-2.632640,-0.001336
2733.371094,0.168312,0.456868,1.750811,-1.332291,-1.324571,-4.320181,13.100229,-1.868298,0.057050
2734.043945,0.215673,-0.814517,-2.244413,-0.345784,-0.285108,-2.680023,8.611643,-1.676780,0.014411
2734.716797,0.160507,0.447407,-1.010718,0.991341,1.245069,2.705728,9.479804,1.139525,-0.107483
2735.389648,0.206732,-0.819814,-0.507981,2.736006,-3.284728,0.208679,10.347482,3.078148,-0.023802
2736.062500,0.155089,0.440783,1.796602,1.253376,3.806414,-2.736653,13.419893,-0.623337,0.058286
2736.735596,0.199702,-0.827693,1.378022,0.926712,-0.678439,1.828585,5.802410,1.926072,0.052753
2737.408447,0.148578,0.432529,0.873852,-1.211755,-1.885111,-2.667887,10.282159,-2.185934,0.032511
2738.081299,0.191010,-0.837538,-1.289902,2.226415,-2.860735,-0.887687,9.528791,-2.840713,-0.037479
2738.754395,0.138121,0.425038,3.564693,1.805245,6.306651,-6.337337,19.027407,-0.787825,-0.069456
2739.427246,0.181495,-0.844641,1.690303,-1.193598,1.761810,1.622634,7.586785,0.744299,0.001543
2740.100098,0.127626,0.418844,1.032573,-0.071992,0.530099,-2.303763,7.472819,-1.344632,0.033713
2740.772949,0.172484,-0.850738,1.562546,-0.058485,0.423712,1.750788,5.111868,1.333350,-0.007137
2741.445801,0.116630,0.413441,1.947283,-1.172318,-1.395785,-5.103692,14.470942,-1.837754,-0.048874
2742.118896,0.165848,-0.854446,0.229748,-1.963930,2.265328,-0.170816,7.127244,-0.075262,-0.025770
2742.791748,0.109232,0.403727,-0.669482,-0.025347,-0.476554,1.529319,4.092432,1.872872,0.060378
2743.464600,0.154337,-0.862593,1.239957,0.113468,0.121756,1.415692,3.051379,1.485003,0.037244
2744.137695,0.097403,0.396487,0.058972,-0.628914,-1.461475,-0.507772,3.790771,-2.807202,0.003651
2744.810547,0.141496,-0.868207,1.468822,0.918681,-0.762174,1.816003,5.886948,1.968168,-0.042346
2745.483398,0.085431,0.392588,2.787102,-1.274841,-1.625422,-7.453010,17.648434,-1.785523,-0.006667
2746.156250,0.131596,-0.872797,1.602091,-4.259439,5.042348,1.075323,14.245811,0.210111,0.012187
2746.829102,0.073638,0.386704,-4.318327,-2.584648,-8.501952,9.548027,22.133797,2.298305,0.079163
2747.502197,0.120650,-0.877182,0.443251,2.917469,-3.195994,0.944898,10.456051,2.854131,0.009286
2748.175049,0.061041,0.379744,1.333349,-3.274933,-7.856654,-4.774080,19.269535,-2.595569,-0.076853
2748.847900,0.105995,-0.880127,-2.171903,-1.353654,1.223091,-2.615015,9.208668,-1.133306,0.017452
2749.520996,0.049175,0.377106,-2.699625,-0.252740,-1.576903,6.953172,17.061478,1.793813,0.011115
2750.193848,0.093508,-0.882435,-0.014911,2.717757,-3.047412,0.306023,9.722198,3.041507,0.007512
2750.866699,0.039308,0.374857,0.613261,-1.543772,-3.903822,-2.045346,12.883224,-2.658982,-0.072684
2751.539551,0.082754,-0.888378,-0.829321,0.432855,-0.569262,-0.880496,0.411286,-2.144724,-0.039203
2752.212402,0.025157,0.370412,-1.591661,-1.481436,-4.271563,4.006900,15.353128,2.388154,0.032557
2752.885498,0.069708,-0.891754,-2.072320,3.273694,-3.829330,-2.024532,12.732907,-2.655257,0.077786
2753.558350,0.010666,0.367245,1.075576,0.872429,2.458588,-2.857366,11.525696,-0.860273,0.036691
2754.231201,0.056700,-0.893969,0.441682,2.106533,-2.315731,0.640944,7.614331,2.871574,-0.051165
2754.904297,-0.004098,0.363778,1.413937,-1.110420,-3.095863,-3.851934,13.877769,-2.247799,-0.092308
2755.577148,0.041528,-0.895498,-1.218812,1.548900,-1.788923,-1.278084,6.842837,-2.521239,-0.045877
2756.250000,-0.020502,0.363597,1.652684,0.848421,2.070536,-4.662128,14.153500,-1.152844,0.040931
2756.922852,0.029402,-0.892819,1.150260,0.372398,-0.374271,1.300672,2.628844,1.850979,0.080817
2757.595703,-0.032797,0.359943,-0.488900,-1.293886,-3.442349,1.671930,11.656928,2.689455,0.015255
2758.268799,0.012244,-0.891894,-0.092557,3.560905,-3.993193,-0.048958,12.027060,-3.129333,0.029643
2758.941650,-0.043845,0.361731,3.025068,-0.845349,-3.302089,-7.962521,18.710213,-1.963914,0.008993
2759.614502,-0.001834,-0.894837,0.259588,1.154431,-1.290692,0.287450,2.426687,2.922459,0.001658
2760.287598,-0.059817,0.363719,2.254021,-1.277137,-4.411200,-5.471683,16.937094,-2.249299,0.041035
2760.960449,-0.013549,-0.895308,0.618376,1.403798,-1.578039,0.666804,4.675840,2.741797,-0.050419
2761.633301,-0.078303,0.362055,3.116419,-3.186723,-10.186893,-6.404421,21.607368,-2.580343,-0.040653
2762.306152,-0.029425,-0.889292,-1.906429,0.494970,-0.485124,-2.159812,6.902081,-1.791743,-0.057695
2762.979004,-0.089800,0.363219,3.670449,-2.356661,-8.468987,-8.011527,21.332458,-2.383945,-0.013964
2763.652100,-0.045708,-0.888989,-4.168436,-1.931244,2.407126,-4.565198,14.254575,-1.085566,0.063032
2764.324951,-0.105853,0.366763,0.445441,1.993755,4.694518,-2.569417,14.569790,-0.500786,0.035663
2764.997803,-0.060696,-0.885847,0.096854,0.881163,-0.997521,0.040987,0.014234,3.100527,-0.041660
2765.670898,-0.122137,0.371472,2.213161,-1.114053,-4.474227,-4.486733,16.036798,-2.354799,-0.058015
2766.343750,-0.073170,-0.879724,-2.280441,0.691731,-0.566780,-2.639364,8.625774,-1.782325,0.030099
2767.016602,-0.134471,0.372968,4.008700,0.921899,-1.241918,-10.300349,20.319719,-1.690788,0.037150
2767.689453,-0.089877,-0.877596,-1.135606,-2.451994,2.896135,-0.997395,9.723138,-0.331667,0.027009
2768.362305,-0.150946,0.379185,1.193291,1.187560,1.622078,-3.792709,12.308519,-1.166655,-0.004147
2769.035400,-0.103081,-0.872333,-0.059028,-1.191745,1.355231,0.092477,2.660443,0.068131,-0.012344
2769.708252,-0.167013,0.383604,1.056817,0.396329,-0.139783,-2.694112,8.619989,-1.622635,0.036354
2770.381104,-0.117132,-0.865313,-0.394303,-0.294146,0.394385,-0.402291,4.984235,-0.795321,0.028141
2771.054199,-0.181763,0.387929,2.675988,1.039360,-0.453324,-6.685732,16.522900,-1.638497,-0.025503
2771.727051,-0.132742,-0.858259,0.707139,-2.643490,2.883647,1.269921,9.968671,0.414831,-0.049978
2772.399902,-0.196332,0.393820,0.564471,0.790960,1.036311,-1.949961,6.880895,-1.082305,-0.081437
2773.072754,-0.149408,-0.850792,2.758513,-2.108765,1.852093,3.567538,12.083761,1.091945,0.028907
2773.745605,-0.211004,0.403673,-0.489519,-3.160190,-5.650774,4.166389,16.927593,2.506261,0.031188
2774.418701,-0.161519,-0.842700,-0.866269,-1.113410,1.464471,-0.747276,4.318614,-0.471830,-0.013970
2775.091553,-0.225633,0.409616,-1.188487,-1.667625,-1.897265,3.946555,12.827332,2.018917,-0.006993
2775.764404,-0.177962,-0.833737,-1.114757,1.257243,-1.169290,-1.586647,5.893562,-2.205897,-0.018563
2776.437500,-0.239567,0.420792,1.325659,-1.417362,-3.898344,-0.930967,12.058479,-2.907172,0.009320
2777.110352,-0.189951,-0.825928,-1.720733,0.174004,0.254986,-2.024751,6.195770,-1.445521,0.024991
2777.783203,-0.257212,0.429498,2.078335,-0.671959,-3.284481,-2.872023,12.795834,-2.423090,-0.002617
2778.456055,-0.202738,-0.812162,-1.685979,-1.448984,2.167263,-1.534906,8.483718,-0.616224,0.021504
2779.128906,-0.270091,0.437168,1.251098,-0.297917,-1.772858,-1.766518,7.968248,-2.357986,-0.017176
2779.802002,-0.219121,-0.799567,-1.849604,-2.669518,3.695137,-1.300605,11.859841,-0.338436,0.067742
2780.474854,-0.282056,0.449943,-1.919448,0.906738,3.366519,2.155610,12.035797,0.569532,0.047755
2781.147705,-0.232317,-0.787325,0.475902,0.984369,-1.314204,0.216669,2.489726,2.978195,-0.028716
2781.820801,-0.293026,0.462916,0.473807,-2.689728,-4.610796,1.895113,13.953420,2.751626,-0.073147
2782.493652,-0.244020,-0.777592,-4.089101,0.465943,0.956810,-4.958411,14.065627,-1.380172,-0.065824
2783.166504,-0.308431,0.475202,0.824716,1.273389,1.092858,-2.444830,8.556118,-1.150434,0.014314
2783.839355,-0.256144,-0.762675,-2.651771,0.882211,0.009880,-3.473615,10.815669,-1.567952,0.072344
2784.512207,-0.320818,0.488494,2.573523,2.421611,1.046146,-5.955331,15.630110,-1.396905,0.001427
2785.185303,-0.266990,-0.747166,-1.221806,-0.888415,1.572579,-1.073313,5.593086,-0.598896,0.016402
2785.858154,-0.330845,0.500965,2.919324,2.939018,1.405294,-6.755475,16.777100,-1.365698,-0.035531
2786.531006,-0.279315,-0.733959,0.851649,-4.297523,4.728828,2.959951,14.930831,0.559273,-0.001611
2787.204102,-0.343810,0.515060,-2.302302,1.776566,4.450133,1.499438,13.434481,0.324995,0.033447
2787.876953,-0.292031,-0.716416,2.277965,0.207155,-1.359395,2.625540,9.415818,2.048549,0.011047
2788.549805,-0.352848,0.532214,-0.560427,-1.474871,-1.440087,2.007762,7.856829,2.193012,-0.027559
2789.222656,-0.301951,-0.701377,-0.789123,1.735884,-1.679343,-1.848083,7.948785,-2.308394,-0.010827
2789.895508,-0.363894,0.549452,3.184010,0.349471,-2.225621,-4.320882,13.733427,-2.046439,0.030488
2790.568604,-0.310601,-0.683221,0.391887,-2.106125,2.338563,1.636729,9.110383,0.610650,0.063173
2791.241455,-0.372068,0.567233,1.512104,-1.311850,-2.839558,-0.803189,9.399284,-2.865937,0.007148
2791.914307,-0.316512,-0.666005,-1.933015,-3.694039,5.649863,-0.217360,15.047183,-0.038453,-0.079400
2792.587402,-0.380174,0.581647,-2.372522,0.603929,2.595541,2.382485,10.938789,0.742625,-0.049792
2793.260254,-0.325496,-0.648584,-1.683235,0.104702,0.911452,-2.137830,7.324789,-1.167788,0.010005
2793.933105,-0.388122,0.598122,-0.715604,2.053163,2.961874,-0.725547,9.684417,-0.240232,-0.020126
2794.605957,-0.334810,-0.630378,-0.034020,1.106615,-1.346871,-0.769326,3.812820,-2.622622,0.032097
2795.278809,-0.395117,0.617289,2.142014,2.040597,0.769396,-3.962511,12.120134,-1.379014,-0.053744
2795.951904,-0.342310,-0.612337,2.225174,-2.459764,1.512818,4.479599,13.493829,1.245110,-0.008180
2796.624756,-0.402731,0.637766,-1.412032,-1.466145,-0.643987,2.620689,8.622941,1.811754,0.075437
2797.297607,-0.347156,-0.592180,-0.601944,1.104195,-0.944224,-1.570025,5.258917,-2.112249,0.018716
2797.970703,-0.408346,0.657684,2.761194,-1.066126,-3.051414,-2.303781,11.649038,-2.494907,-0.049709
2798.643555,-0.350786,-0.572869,-3.350164,-4.081532,7.786225,-1.080295,17.909348,-0.137864,-0.001647
2799.316406,-0.415662,0.676789,-2.803523,4.018797,6.158981,0.359742,15.804968,0.058343,-0.004661
2799.989258,-0.354184,-0.548354,2.010792,0.426350,-2.219891,2.233124,9.962821,2.353223,0.057045
2800.662109,-0.416155,0.695546,-0.192664,0.260232,0.397555,0.039134,7.970166,0.098120,0.076585
2801.335205,-0.359071,-0.528570,-0.013961,-0.956323,1.250242,0.822907,3.503027,0.582117,-0.020458
2802.008057,-0.418647,0.718631,-1.604367,2.097928,3.150662,0.397079,10.036476,0.125369,-0.049898
2802.680908,-0.357648,-0.507012,3.047427,0.612955,-3.638386,3.444031,13.996597,2.383630,-0.016033
2803.354004,-0.418037,0.735829,-1.131888,-1.966012,-1.359228,2.310448,8.564672,2.102566,-0.080900
2804.026855,-0.360920,-0.489261,-0.609099,2.215904,-2.338275,-2.969845,11.549566,-2.237770,0.007438
2804.699707,-0.421826,0.756972,1.707765,0.226559,-0.730922,-1.848739,5.968261,-1.947298,0.014562
2805.372559,-0.362066,-0.466593,0.241985,0.292774,-0.642833,0.019795,3.833914,3.110809,-0.042192
2806.045410,-0.421975,0.779507,2.151507,-0.314049,-1.467092,-1.965899,7.793884,-2.211906,0.009390
2806.718506,-0.359782,-0.444305,-1.345954,-1.999474,4.199562,0.371302,12.497896,0.088185,0.059068
2807.391357,-0.420294,0.799274,-0.349674,3.318326,3.432576,-1.367514,11.352177,-0.379120,0.067922
2808.064209,-0.359197,-0.423495,3.966901,-0.100188,-4.483142,5.564569,17.081064,2.248978,-0.008459
2808.737305,-0.419912,0.821473,1.777398,-1.465409,-2.291205,-0.992477,7.948107,-2.732824,-0.078226
2809.410156,-0.355610,-0.400128,2.482823,-3.614809,1.966316,7.952612,18.267900,1.328404,-0.022787
2810.083008,-0.416042,0.841935,-2.680451,-4.203067,-2.747937,4.541571,14.498951,2.114930,0.053802
2810.755859,-0.352620,-0.379200,-2.570711,-0.410850,3.961749,-3.095249,14.027086,-0.663224,0.052619
2811.428711,-0.414158,0.863484,-2.618477,0.196589,1.367542,2.376533,8.761071,1.048635,0.043788
2812.101807,-0.348856,-0.354610,-0.222984,2.278569,-2.950970,-3.531899,13.259779,-2.266823,-0.003800
2812.774658,-0.408143,0.887169,0.600257,-0.984011,-1.172312,-0.137275,1.440012,-3.025026,-0.098399
2813.447510,-0.339925,-0.331166,-1.857312,0.321527,2.330472,-3.216291,11.979868,-0.943761,-0.032830
2814.120605,-0.399760,0.905724,-0.043380,1.760194,1.644240,-0.677824,5.000953,-0.391015,0.004281
2814.793457,-0.334357,-0.310243,1.464171,0.371803,-2.907564,1.585879,10.401645,2.642263,0.018951
2815.466309,-0.392148,0.926887,-0.598195,-1.229126,-0.893159,1.023259,2.659476,2.288412,-0.005528
2816.139160,-0.326591,-0.288724,-0.532296,2.100190,-2.276206,-4.418358,13.927497,-2.046506,-0.022305
2816.812012,-0.383255,0.947092,2.017730,-0.544062,-1.234431,-1.630917,6.215614,-2.218695,0.011284
2817.485107,-0.318630,-0.267845,-1.177570,0.013337,2.144892,-1.844884,9.033156,-0.710345,0.092346
2818.157959,-0.373636,0.967961,1.372809,1.142112,0.550451,-1.630725,4.716231,-1.245256,-0.001137
2818.830811,-0.309762,-0.246935,0.997060,0.233981,-2.336273,1.107062,8.250208,2.699077,-0.039516
2819.503906,-0.362362,0.989395,3.174181,-0.758726,-1.712185,-2.581122,9.819891,-2.156499,-0.037817
2820.176758,-0.298876,-0.228194,0.304765,-3.721691,5.361982,8.358379,19.939358,1.000413,-0.009902
2820.849609,-0.353304,1.010392,-1.165213,-1.987786,-1.393686,1.640558,6.659366,2.275011,0.077876
2821.522461,-0.286888,-0.206045,-2.403843,-1.284124,7.648511,-1.017159,17.747675,-0.132212,0.065980
2822.195312,-0.340391,1.031824,-0.979937,0.059670,0.334708,0.839295,0.880725,1.191328,-0.048773
2822.868408,-0.271080,-0.184945,-3.674214,-1.068156,11.083366,-3.621261,21.333939,-0.315795,-0.065731
2823.541260,-0.324134,1.048165,-2.373983,5.276869,5.234235,0.646263,14.442772,0.122847,0.018428
2824.214111,-0.259931,-0.169114,2.749753,2.168671,-11.246423,-1.026186,21.056297,-3.050599,-0.031895
2824.887207,-0.312425,1.070003,1.251999,1.886864,1.310079,-1.552614,6.156258,-0.869919,-0.026127
2825.560059,-0.242171,-0.149767,4.474923,-0.364573,-12.692801,9.355128,23.955460,2.506436,-0.011912
2826.232910,-0.298614,1.087002,-0.039117,-3.075288,-2.621428,0.756128,8.717838,2.860774,-0.017470
2826.905762,-0.225670,-0.129530,0.361713,0.685563,-2.517221,-1.593065,9.481320,-2.577357,0.017980
2827.578613,-0.281343,1.103526,1.474083,-2.835912,-2.732795,-0.639071,8.963377,-2.911868,0.048172
2828.251709,-0.209216,-0.111913,-3.428332,-0.425396,13.586586,-5.234401,23.263243,-0.367737,0.030737
2828.924561,-0.264518,1.120220,2.803617,2.706824,1.728958,-2.910997,10.593058,-1.034844,-0.019032
2829.597412,-0.191784,-0.093707,0.839441,-5.313804,7.395409,24.093798,28.029127,1.272983,-0.050869
2830.270508,-0.244908,1.136834,-4.079592,1.456344,1.963030,3.165662,11.422300,1.015728,0.031868
2830.943359,-0.173079,-0.078672,1.585615,0.121435,-7.856843,2.869645,18.448799,2.791405,0.060990
2831.616211,-0.226897,1.153111,-2.434150,1.810834,1.911740,1.734771,8.237467,0.736905,0.028583
2832.289062,-0.152003,-0.062363,5.021676,1.390598,-31.489544,3.770861,30.025162,3.022411,-0.061302
2832.961914,-0.206745,1.166799,-1.387071,-2.875397,-2.185102,1.575961,8.608364,2.516760,0.001659
2833.635010,-0.131247,-0.047109,3.336131,3.149013,-30.146807,-13.172364,30.343643,-2.729652,0.047642
2834.307861,-0.184774,1.179639,3.413843,-6.430385,-5.763052,-1.991270,15.702849,-2.808911,-0.037415
2834.980713,-0.110283,-0.034906,-3.462910,-2.953777,36.246296,15.311094,31.898336,0.399682,-0.011639
2835.653809,-0.164961,1.191578,-1.733489,-0.072839,0.137633,1.435730,3.181182,1.475225,-0.057769
2836.326660,-0.089211,-0.020291,0.750525,-0.190767,-7.536615,3.852564,18.551727,2.669041,-0.089316
2836.999512,-0.140749,1.203712,-1.211083,-2.741721,-2.130941,1.255292,7.865149,2.609242,0.090162
2837.672363,-0.066923,-0.010524,-1.157701,0.174236,16.482025,-5.195488,24.751629,-0.305362,0.084094
2838.345215,-0.119538,1.215028,-0.929903,-1.244315,-0.939713,0.857786,2.092084,2.401741,0.025703
2839.018311,-0.043475,0.001041,1.043358,-0.725543,-24.384935,16.104891,29.314541,2.557910,-0.023540
2839.691162,-0.096226,1.224981,-3.854906,-5.762885,-4.429933,3.494897,15.029541,2.473640,-0.098977
2840.364014,-0.019087,0.011476,-5.524770,3.856478,301.823914,-20.574215,49.615208,-0.068061,0.003308
2841.037109,-0.071069,1.233030,-0.378986,-0.166521,-0.116946,0.314101,9.494806,1.927215,0.027827
2841.709961,0.004747,0.018438,-3.975272,3.935419,148.112900,253.737961,49.361134,1.042431,0.020680
2842.382812,-0.048429,1.241035,2.417375,2.321929,1.792220,-2.017807,8.623461,-0.844538,0.029466
2843.055664,0.029955,0.026754,-0.315084,1.946716,26.436260,41.376320,33.821751,1.002248,-0.002644
2843.728516,-0.024507,1.247107,3.883049,0.423139,0.278002,-3.119108,9.914971,-1.481902,-0.021523
2844.401611,0.055161,0.035499,0.640690,-2.413362,-11.697116,-36.223522,31.610582,-1.883141,0.008129
2845.074463,0.002938,1.251623,-0.780746,-2.690671,-2.151198,0.618736,6.998798,2.861528,0.026666
2845.747314,0.078650,0.039870,-2.825747,0.582976,-25.593769,20.386536,30.296482,2.468963,-0.074402
2846.420410,0.028977,1.258657,0.373957,-0.852360,-0.670003,-0.312533,2.623460,-2.705131,-0.047329
2847.093262,0.106688,0.042139,-3.131541,0.302140,-24.423439,12.478647,28.763454,2.669240,0.001616
2847.766113,0.051815,1.261513,-0.103403,-0.303750,-0.243738,0.071956,11.898623,2.854529,0.066631
2848.438965,0.134374,0.047984,-4.853594,1.521275,-28.449594,21.480307,31.040714,2.494880,0.058663
2849.111816,0.078644,1.261842,1.580184,3.622272,2.937262,-1.069220,9.899274,-0.349109,-0.022367
2849.784912,0.160949,0.051926,-1.762413,0.285710,-9.399134,4.807546,20.471043,2.668797,0.008134
2850.457764,0.108085,1.260381,1.533169,3.925863,3.195638,-0.942388,10.453308,-0.286770,-0.024079
2851.130615,0.184331,0.050938,1.046560,-0.767070,4.206441,-5.323776,16.631046,-0.902107,-0.043087
2851.803711,0.134776,1.262983,-0.074323,1.536913,1.196981,0.186580,1.666005,0.154631,0.027558
2852.476562,0.213560,0.050161,0.313137,1.246087,2.688441,5.203375,15.353299,1.093900,0.005747
2853.149414,0.162368,1.259503,2.502517,2.049982,1.852958,-1.748035,8.121832,-0.756269,0.001848
2853.822266,0.239364,0.046790,1.987090,-1.296639,6.976063,-6.780685,19.760893,-0.771197,0.059120
2854.495117,0.188040,1.256837,1.628992,0.235756,0.373141,-1.240278,2.246689,-1.278557,0.004077
2855.168213,0.265552,0.044508,2.285970,-3.236972,6.385924,-13.259937,23.356705,-1.121981,-0.011140
2855.841064,0.216451,1.254586,-2.035645,-2.797012,-2.436834,1.202141,8.682508,2.683302,-0.018590
2856.513916,0.295896,0.037860,-1.668417,-0.707754,-5.848823,-1.643544,15.671436,-2.867653,-0.085064
2857.187012,0.241425,1.245299,-2.674403,-0.218470,-0.570352,2.037025,6.507710,1.843798,-0.030734
2857.859863,0.320433,0.032580,-1.218423,2.399716,-3.009866,7.795000,18.439882,1.939287,0.058730
2858.532715,0.268148,1.238497,0.396131,0.702873,0.608258,-0.188154,3.921375,-0.299996,0.014482
2859.205566,0.346092,0.024719,0.165357,1.152491,0.711988,3.279166,10.515329,1.356990,0.032312
2859.878418,0.293874,1.230857,0.877625,-0.798772,-0.452901,-0.821153,0.558080,-2.074824,-0.004492
2860.551514,0.372953,0.015685,-1.268168,-0.253636,-3.422889,-0.536125,10.793114,-2.986226,-0.013156
2861.224365,0.318116,1.220202,-1.525704,0.165188,-0.178472,1.203841,1.705798,1.717977,0.022634
2861.897217,0.397847,0.007598,-0.975538,4.105464,-2.254150,10.362252,20.509882,1.784994,0.018495
2862.570312,0.345146,1.209050,5.395334,0.036257,1.205632,-4.118287,12.651443,-1.286003,-0.042877
2863.243164,0.421964,-0.005408,-1.845101,-4.763268,-4.227285,-11.342511,21.659042,-1.927544,-0.051618
2863.916016,0.367873,1.197848,-3.697920,2.093537,0.730733,3.311552,10.607109,1.353615,0.068080
2864.588867,0.446837,-0.016246,0.969880,2.285018,1.982007,5.185824,14.888485,1.205731,0.079539
2865.261719,0.392446,1.184572,-0.719823,-0.454839,-0.527400,0.432938,3.319996,2.454242,-0.006326
